login_hour,failed_attempts,device_type,location_code,login_frequency,latitude,longitude,travel_speed_mph
14,2,0,30,5,41.202596475420435,-74.09688763794146,0.0
19,0,2,82,1,0.7795112879823097,104.16378347605801,0.0
13,1,0,60,19,1.0848966569883158,103.09431336877945,0.0
18,1,0,31,9,-33.78072920122442,151.1051062897538,19730.804311214655
18,0,0,54,29,-23.73398659944019,-46.87947550606978,29.390458523471878
18,0,1,3,25,40.67830966982711,-73.90930210841913,197.12587509611342
11,0,1,37,7,-33.166528312994565,151.19458263454527,0.0
14,2,2,29,11,35.351924071970316,139.46947736115715,0.0
18,0,1,16,26,51.590607574381444,-0.4181888942519858,0.0
16,2,2,94,7,-23.796486684569558,-45.93832231655609,0.0
21,0,0,11,18,51.704355986618076,0.47547596811838744,0.0
3,23,1,59,75,33.43096545313518,36.29205032905664,21.974380763718468
10,0,0,45,37,51.760767331243414,-0.39193948670099,0.0
11,1,1,57,36,35.14057292515364,139.4555325043598,0.0
15,2,0,36,17,35.50076734651323,138.57224948431258,0.0
14,1,2,22,28,49.51923452551917,1.231863106790126,0.0
15,0,1,6,28,40.85579247036123,-73.8391604700273,0.0
10,1,2,77,34,-34.25704090402982,150.87443408375583,0.0
8,1,1,18,34,-23.407013020773032,-46.98023416040401,0.0
17,0,1,57,19,-33.500421122279455,150.98494171566747,0.0
17,1,2,14,9,-23.36151927003156,-46.8134873232902,0.0
16,0,1,99,21,-33.70623317568411,151.864492351085,0.0
20,0,1,67,8,40.95474615862095,-73.7716971017502,0.0
19,1,1,18,13,50.584013782764295,-0.21252461874168382,0.0
20,0,2,14,21,-22.76038370632459,-46.31543523192134,269.194079767365
16,0,2,93,37,-23.571007710501732,-47.25900693624211,0.0
12,1,1,25,17,35.47016377215811,139.78074453234103,0.0
10,2,2,1,10,43.12168032530146,-79.77396985419384,0.0
14,2,1,41,17,35.32986922108495,139.82824468877715,0.0
19,0,2,53,14,-33.66741585400345,151.15312305426482,337.0198642335278
18,1,2,22,11,44.15607073021431,-79.13171366395297,288.055241735432
11,2,1,63,22,39.77869980002243,-74.09638024489779,0.0
20,2,2,49,39,1.2557101063806961,103.61294541616269,15.95655325960105
10,2,2,43,10,43.285659018098116,-79.06229286654947,0.0
12,0,1,49,22,52.677101866475226,13.461959814050385,0.0
15,0,0,39,25,18.806032770230576,72.99791243841939,0.0
10,0,1,26,33,-23.474141050390084,-45.90878488436038,0.0
22,42,1,90,81,48.655656488959714,2.605083172370376,158.44016753555763
20,2,1,82,26,36.1193650980308,140.14034676753505,0.0
2,12,0,77,100,33.968691672550584,36.23166803923018,207.87459819358327
15,2,0,2,12,52.21632720061728,12.985529373959848,229.77781372188062
21,2,0,29,5,18.696190579475847,73.26195855707478,0.0
10,0,1,7,15,-22.712726303227758,-46.26971712780099,0.0
14,2,1,4,7,40.800510537650055,-73.73458672034049,0.0
11,2,1,46,6,19.607687424785468,73.69954524762612,0.0
13,2,1,56,26,18.826351380214003,72.89706351018481,0.0
17,1,1,36,25,52.77674773846051,12.841954045586391,0.0
14,0,1,9,36,19.055189253353742,73.3683570639994,0.0
18,2,0,29,11,1.9671806567285732,103.8350477523768,0.0
9,0,1,50,17,51.36953637376634,-1.206100348316394,0.0
15,0,1,80,39,-22.9814146299311,-45.00597635342294,0.0
13,2,1,97,20,36.45553995504449,140.34872410090665,0.0
19,1,0,34,29,51.334357791413794,0.09970703069104775,0.0
18,1,2,33,19,-34.18275826129904,151.9130632287692,0.0
21,2,2,90,31,-32.84037388963449,151.16858060952862,0.0
9,1,1,76,39,39.899691142705635,-74.398839798306,0.0
7,2,1,69,8,35.56860429423561,139.74358891936805,3483.775661346682
21,1,2,23,6,-23.595347813403762,-46.71550822023069,0.0
17,2,1,39,37,44.069848719200245,-78.73593834881346,0.0
13,1,1,88,36,40.34629696836168,-74.24308957828983,0.0
21,1,1,32,25,35.057118612597215,140.02167498089344,0.0
21,2,0,53,24,36.24450238585228,139.92840878949875,0.0
8,6,0,47,177,52.55822484676728,13.175058505420518,459.0877062458407
12,0,0,87,10,42.90761460864984,-78.22643271548962,0.0
10,1,0,62,13,41.031786635075385,-73.51847445234827,0.0
11,0,0,12,25,43.04476148767605,-80.36671574915997,0.0
9,1,2,77,39,40.336150887830726,-74.6748547119589,0.0
15,0,2,74,2,52.45391820695583,0.34983773811872443,0.0
17,2,0,44,33,49.25783544115984,2.9153000435945704,0.0
9,1,2,38,4,-33.79828167208872,152.20948375575406,0.0
18,2,2,85,28,52.589043576566816,13.954688694091224,0.0
16,36,0,75,59,51.86398112001302,-0.17726807740503137,267.0706915679319
18,0,0,33,29,-33.462151711708465,150.81072863779673,0.0
15,0,0,79,5,1.1073302781542482,103.25122930973188,0.0
18,2,1,70,19,51.537414502876004,-0.1861149662001972,0.0
19,2,0,67,14,19.198866991460676,72.58749157639099,0.0
15,0,0,67,4,48.498166889821206,2.6477543067692713,0.0
21,0,1,20,13,40.116001544839506,-74.66293072898868,0.0
11,2,1,6,11,49.331998150168076,3.2020162083221235,0.0
19,0,0,55,1,53.55997296184526,13.156847634522357,0.0
10,0,0,17,28,1.098260108767169,104.14856220674255,0.0
4,48,0,42,59,51.893168792804346,-0.11849430681325827,0.0
15,0,0,62,27,19.22422946699928,73.02176311836385,0.0
16,0,2,49,19,51.87357252721082,0.5519057099806997,0.0
16,2,2,92,39,36.14890494998857,140.1318444991065,0.0
13,0,2,82,38,41.01820491687739,-74.09057558787165,0.0
17,2,1,48,22,34.599260377644214,139.5939880853686,0.0
18,2,1,7,35,41.30450712476959,-73.81991565926396,0.0
16,2,0,56,26,50.91468999765984,0.21117189247633658,0.0
1,19,1,53,68,49.07694757235724,2.4505986973672993,282.319524572611
18,1,2,72,34,-34.58186276633465,151.40042746957246,0.0
19,2,0,7,31,40.983234611240675,-73.45718751756942,0.0
12,1,0,33,17,-23.087139501114237,-46.076619747028026,450.22927685414845
18,1,2,8,27,43.685889606749406,-80.02414002721774,0.0
13,2,2,3,20,-32.85859901815894,151.47118555491647,450.45522396056253
9,0,2,44,13,48.466449173071545,2.7814565767237482,0.0
13,1,0,2,29,51.90912290618279,-0.2612517770806326,0.0
16,0,0,60,14,52.407497048314816,13.684384892280313,0.0
9,0,1,82,29,0.6637542296809592,105.02969586650524,0.0
16,2,0,7,20,40.116222676950635,-74.18687994416015,0.0
17,0,1,81,32,36.16534649105813,139.18485940290327,0.0
9,1,2,9,12,1.2891305135265831,103.4816478976417,0.0
15,1,1,97,12,1.6771951903653772,103.64233127428386,0.0
12,0,2,39,22,52.3168010125103,0.5415108671952255,0.0
15,1,2,57,12,35.59687225206571,139.68947433448128,0.0
15,2,2,82,38,19.673090981275536,72.46194902852196,0.0
12,1,1,72,17,-33.354380852293595,151.10683810411297,0.0
20,0,1,29,29,51.73468174114983,0.704420126974105,0.0
0,9,0,19,36,51.94767814245758,-0.5402356209496294,0.0
11,0,0,32,5,-22.170119032136906,-46.517119861158065,248.29954178675416
19,1,0,23,34,35.29599996283335,139.11940947301997,0.0
19,2,2,99,38,40.707742044265544,-73.26213648217087,0.0
16,1,2,70,23,51.67683257852587,0.20402801396883716,0.0
18,2,1,97,7,1.3085455783188054,103.1274766896527,0.0
18,2,0,53,3,1.5433207089096492,104.33772365243381,0.0
14,1,1,8,35,48.248723312916376,1.9775965211428703,0.0
10,2,1,92,28,-23.45909654539733,-46.536613413087274,0.0
12,0,0,91,6,42.57250967765017,-79.07751101214944,0.0
17,0,1,40,38,49.67607041367209,2.7044673995512545,0.0
10,1,2,2,39,50.85507230209628,0.02713864229157331,0.0
20,1,0,92,14,37.2471834886439,138.9474226346735,0.0
16,2,2,82,13,52.7365602673386,13.798270013491958,0.0
21,0,2,31,17,53.194140032963205,13.37759568254126,0.0
17,1,2,52,12,-32.653876135673016,150.39629445411174,0.0
18,1,0,23,20,-34.49392324906016,151.33376454765835,368.2905832924118
9,0,2,78,33,1.7546963373904743,104.51362215352883,0.0
9,0,0,45,7,51.76503642649338,0.5535369311835289,0.0
12,1,1,11,17,1.5189217657252987,104.4851085177548,0.0
14,1,0,9,32,52.36049616662359,13.124196482480917,0.0
11,1,1,91,33,2.623933947650764,103.94371648843702,0.0
11,0,0,70,3,40.484316338211286,-73.59988010953039,0.0
8,1,2,67,11,-34.46684861591219,151.66700851061515,0.0
21,1,2,48,33,51.49824157027857,-0.9096448426727126,0.0
20,0,0,40,38,19.136112816717105,72.79626021127028,0.0
11,2,2,96,39,-33.3965545138044,151.29818946146494,0.0
11,2,1,53,16,48.38489224249581,2.6238897844723783,0.0
15,2,1,32,30,40.259782102748865,-73.90017951124568,0.0
10,1,1,13,23,43.756285016979234,-78.22885018957588,0.0
11,2,0,37,30,18.88129106125348,72.63798762914203,0.0
9,1,0,9,21,-23.74251608894007,-47.98421756707472,0.0
0,15,1,45,69,19.17307198151064,72.70787902980196,0.0
17,0,0,27,7,35.38444832149386,139.69732705987323,11083.950867645286
17,0,1,69,5,51.76364977611075,0.5644362190901938,0.0
8,0,1,67,29,49.62540578003702,2.2782715000781346,0.0
10,2,0,87,8,19.530608083226564,73.05264506005737,0.0
21,2,1,75,39,43.01615500646345,-78.67396851163477,0.0
12,2,0,71,36,-34.18115336158105,151.61839356805297,0.0
15,2,0,61,11,48.86902616912232,3.0345994048711673,0.0
19,1,1,41,17,-23.231054477031613,-46.80282265160487,0.0
9,2,2,1,18,43.61146062619683,-79.4701548776834,0.0
10,2,2,88,35,52.86634966299711,13.26777998644549,0.0
17,13,0,36,113,-33.73314262585856,151.13511529777006,0.0
10,2,2,98,7,51.73714865303534,-0.16124126922856888,0.0
20,2,0,47,15,49.02665885320232,2.1751692265664553,0.0
10,0,0,22,21,-33.99757011003087,151.01937653554407,0.0
13,1,0,94,3,40.1311897299548,-73.70435698316311,9.721782242644746
18,0,2,45,16,52.710023731729514,12.301218137354866,295.160265273729
12,0,0,78,15,1.8331996772975587,103.692379080973,0.0
8,1,1,33,10,40.3896953190885,-74.45409473115834,0.0
15,2,2,26,33,41.72124377209346,-74.44225765779593,0.0
14,2,0,53,4,-35.03658636208331,151.403385128834,0.0
17,2,0,5,11,43.09734024332685,-79.26984143668186,338.7387180614615
20,1,2,29,17,44.33499265372121,-79.29141391985523,0.0
12,1,2,93,26,52.70177297034368,12.48221018233792,0.0
12,2,2,88,2,40.72586121576987,-73.50217325369981,0.0
12,0,0,53,23,18.727530127459715,73.0111560382447,0.0
13,1,0,22,24,36.15234673051861,139.29687143296988,0.0
21,1,0,97,8,18.36550771946361,73.00582889602147,0.0
18,0,1,57,1,-23.622422885455983,-47.27829308791261,0.0
3,0,2,16,33,40.79097520662941,-73.96684759922316,4503.438984703542
11,2,2,26,30,40.893372385173436,-73.48903742845722,0.0
19,2,2,12,12,43.696792869346886,-78.36465247601554,0.0
13,0,0,19,35,49.29896321087707,2.3443739691889154,0.0
9,1,1,59,16,52.14018030976089,13.698964871367195,0.0
9,1,0,49,5,-33.641253631545176,150.83495989924745,0.0
13,1,1,95,8,19.25476312191861,72.32963848763097,0.0
17,0,0,35,13,1.7502044042262608,102.9200680342623,0.0
14,1,2,92,2,52.59102547216231,13.696224062327415,0.0
11,1,2,74,22,35.59180160664893,140.87502989947905,455.8434906024247
20,1,0,68,12,1.3959497414308681,103.5246622583201,0.0
10,0,0,2,12,43.57398164201664,-78.81155238433018,0.0
14,1,0,72,11,35.904968673074116,139.84861500229965,0.0
20,0,1,6,19,-33.30317360480113,150.9733702027833,0.0
17,2,1,18,24,19.26362562780936,72.46602039771079,0.0
12,2,2,78,18,-34.16243470888309,151.1913022940114,227.79715795247537
20,0,2,78,26,1.624660873794466,103.778964484574,206.90303879092767
13,0,2,78,25,35.82485482284042,139.74491598995294,0.0
16,2,2,76,33,43.926533872737956,-79.65389843842144,0.0
12,1,2,2,28,35.76590840641563,139.34805419560996,0.0
21,0,1,70,17,41.08875130901635,-75.26774373510393,0.0
4,24,0,68,94,35.94371417703399,51.96594706726925,155.3418720276384
9,2,0,66,21,40.53069875825603,-73.76010183420595,0.0
19,1,0,33,6,35.6257885049074,139.4293159013729,0.0
20,1,0,52,6,-23.8217340333531,-47.06523228293652,0.0
19,1,0,20,4,51.768788975232944,0.540027948572281,0.0
10,2,2,88,14,47.162385958671805,2.3453419503168655,0.0
17,2,0,39,11,40.2075029566467,-74.41367994513631,0.0
18,2,1,3,13,40.58592665958621,-74.53565631055888,0.0
17,2,0,87,37,44.027351074286315,-78.72305202094603,0.0
13,0,1,25,13,52.16108830697414,13.185260729908094,0.0
15,1,1,65,20,1.450391036743869,103.41075697519474,0.0
13,1,1,49,6,49.261369636002954,2.355439742110358,0.0
8,1,1,11,18,1.366989631617312,102.78913727202944,0.0
20,1,1,19,22,0.5838741297548856,103.9626449001336,0.0
11,2,2,75,18,43.769212338131226,-78.61846068723172,0.0
18,0,1,46,26,40.248133902948865,-73.91118593834727,0.0
11,0,2,86,33,-34.226787903463105,151.36163091434906,0.0
20,1,2,65,38,52.59160772624876,12.95700059659275,0.0
17,0,1,55,17,-33.771373589399076,150.6262955554624,0.0
10,2,1,41,30,-34.23980987077849,150.8284558968832,0.0
13,0,0,31,6,51.54375656349466,12.98590184299524,0.0
13,28,0,48,42,52.7088417293172,13.266797162540742,83.89818154571596
12,2,1,4,1,48.70342326961435,2.617140348193322,0.0
14,1,1,25,28,47.79455096283491,3.116061809761882,395.19622804456066
17,0,2,24,27,48.363059114855986,1.9767973474561296,0.0
18,1,2,29,10,19.391645641630085,73.38223264802367,0.0
19,0,0,49,4,49.160919414937,2.5343597603139747,349.3604432915928
21,2,2,16,34,40.439669914484554,-73.934972094203,0.0
19,2,1,76,24,36.28719856048675,139.44799792744342,0.0
18,1,1,21,33,0.962593078483154,104.21533485113805,0.0
12,0,0,55,23,20.121642451212292,72.67716566653846,391.48881426591083
9,0,0,15,22,40.78738863017247,-73.32539494233944,0.0
3,18,0,73,83,39.595866168173586,125.97541223458958,0.0
15,0,1,99,1,41.19794944363003,-73.94542654907505,0.0
2,27,1,76,128,9.687711321660013,-67.04947335063805,439.30038766798873
8,1,2,54,11,51.77790093630181,-0.22086117387608478,0.0
14,2,0,28,15,40.32228978536756,-74.45514687291615,0.0
21,2,2,11,23,49.442390263441254,2.1942206367771746,0.0
16,0,2,67,26,18.925057747404725,73.0210649195419,0.0
17,2,2,86,27,-33.70755464216359,151.52699067941114,0.0
17,14,0,73,185,36.0189851600854,139.69035237430728,0.0
15,1,0,28,10,-23.54757383163731,-46.107310022895334,481.01204369607547
10,0,1,48,34,0.946493393072226,103.9019591659505,0.0
15,2,1,90,18,44.166236710217916,-79.10401885853636,0.0
17,0,0,24,34,51.51577918423085,0.39953382838911766,17847.530794307808
12,1,2,66,16,40.86364756747302,-73.85743632394029,0.0
14,1,2,82,11,35.566329848298565,139.07572255788008,0.0
21,1,1,28,9,0.820545481675268,103.67184078949155,0.0
13,0,0,99,39,-33.56010509513984,151.38122241156216,0.0
9,0,2,13,18,-24.150584998200806,-46.248851318387764,0.0
20,0,0,81,12,-23.049523866104117,-46.111204455604565,0.0
19,1,2,37,6,-33.52700712739946,150.66945464874885,0.0
18,1,2,54,9,-23.832383221061516,-46.45660358120154,0.0
18,1,1,85,7,42.91998201424906,-79.42309999017883,0.0
2,21,0,71,145,38.41091733202728,126.40710152570344,0.0
9,2,0,73,28,51.92667924131748,13.12756414361462,0.0
13,1,0,67,29,19.210108404138847,72.827330877297,0.0
18,1,1,18,20,40.32824238827881,-74.11710233146145,160.92909621893816
12,1,0,36,6,18.885811972890206,72.76932249175692,0.0
20,1,0,59,17,43.27935499851752,-78.68401766285737,0.0
2,14,1,1,140,40.56991017814164,-73.79665481312566,0.0
20,1,1,92,26,0.970979268935209,103.74293121383639,0.0
10,2,2,85,32,51.89139436257123,12.768852632688006,0.0
8,2,0,2,1,48.99565300954598,2.27093693593505,0.0
17,0,1,99,13,41.19550398721769,-74.2233225448951,0.0
3,6,0,23,42,43.69475294735696,-79.08755015996279,228.0383339439781
9,2,1,77,5,1.6034996154832022,104.63686749674443,0.0
14,0,0,87,19,49.07800319051046,3.287007665252258,0.0
17,2,1,24,8,44.342452217232406,-78.5684507296879,0.0
17,2,2,42,18,18.58898188844106,73.1963859887939,318.47532375483274
10,2,0,25,3,52.28292720943828,14.345217573201326,0.0
17,0,2,59,16,43.58124726225672,-79.53854170677627,0.0
15,1,0,66,29,-23.774513569900115,-46.305494800873554,415.1224784928467
16,2,0,1,31,35.82775283305029,139.92987964445157,0.0
12,2,1,96,24,51.00972231803799,-0.14288583331456742,0.0
20,46,0,33,70,1.3964090447802122,103.70363998130215,226.87286719041404
21,0,1,32,5,35.92791454130094,139.27539429641675,0.0
17,0,1,30,9,-23.29407819346031,-47.13655664635479,0.0
20,1,2,5,19,40.354771939633004,-73.46622818959418,0.0
1,35,1,6,84,35.37239805493428,139.93300988093478,0.0
13,1,1,24,35,35.750702683450164,140.20482702396578,0.0
4,29,1,84,83,39.196314493472094,117.05790783132736,303.6461549940762
17,0,0,38,18,0.33876893512833006,103.45723345324183,82.09705331843725
18,1,0,44,39,49.126166051591404,3.2309918861158358,431.76571435509527
18,1,2,83,2,43.76597722392111,-78.59795271871444,0.0
14,0,0,73,16,19.225026105053587,73.07299695309962,0.0
15,1,0,2,1,40.85929676372598,-74.11628623374042,0.0
20,1,1,29,9,-33.91261912890824,150.51622102794738,0.0
13,0,2,51,23,51.53898272965358,-0.589562695884365,0.0
8,1,0,77,1,51.24956798307889,-0.6473367831958906,0.0
12,1,0,13,13,53.349973801362644,13.966431976866904,0.0
21,1,1,69,21,52.4094013341371,13.201768889385319,0.0
12,0,1,22,27,35.99629491185356,139.7259988439466,0.0
11,2,0,37,28,40.40078535317973,-74.1417622377457,0.0
15,1,0,49,7,51.55828203649381,0.12940046828521892,0.0
17,0,2,86,12,49.37790441781824,2.5624725546140596,0.0
9,1,1,35,16,-34.12251864295399,150.8578012698651,0.0
20,1,1,29,6,-24.019011002199964,-47.715657125155204,0.0
19,2,0,83,7,35.8250801254592,139.28098459398694,0.0
21,1,1,18,14,43.00422068041635,-78.80075073095732,0.0
17,1,0,79,36,-33.63260167858032,150.53784780086522,0.0
18,1,1,20,29,-34.56755911642194,151.1225340854825,0.0
14,2,0,44,39,-33.30596060781519,151.60386701257335,0.0
17,1,1,80,23,1.198207191660094,104.04419025928325,0.0
12,1,2,79,24,49.87325264930173,2.489810644378915,0.0
17,2,1,55,7,44.09337552738166,-79.32784970623878,0.0
2,7,0,88,51,-33.548104024729035,150.85166678371095,0.0
9,1,1,41,34,51.982489239764284,0.27755182767499686,0.0
9,2,1,97,30,19.54616081027044,71.41322431764945,0.0
9,0,2,38,24,1.2902052060945401,103.96196222475962,0.0
11,0,1,64,4,1.7491085367705668,104.49123710647471,0.0
17,1,1,69,32,43.12185019752044,-79.43750306932981,0.0
19,26,1,80,42,43.40498939451751,-79.0949780935209,39.89995300628737
13,1,0,4,35,18.886956949508335,72.62545175786418,0.0
8,1,2,54,34,-23.18062503006087,-46.54729215049207,0.0
11,2,0,88,9,19.360896905951886,72.84376111396351,0.0
18,2,2,29,26,1.2703663316488967,103.9706096239768,0.0
13,1,1,21,28,35.814731375218756,140.33393640314102,0.0
19,1,1,97,24,1.3759017759071757,104.10636602634625,0.0
18,1,2,19,27,52.07443349569926,12.825122776448932,0.0
20,1,1,50,6,35.616701012134556,139.5071040632516,0.0
20,1,2,95,10,1.806770009052688,104.67449303327885,0.0
3,13,0,57,95,55.77585954121829,36.571367952724565,11.969433325030884
16,0,1,32,39,1.3809977927926098,104.37329520648925,0.0
9,2,1,79,1,19.191466720414997,72.43515014591644,0.0
12,0,2,99,20,44.52562081102177,-79.11420799172947,0.0
14,0,2,23,23,35.726152771951206,139.9830919834721,0.0
8,0,0,65,15,-33.90094634355525,151.3069876421759,0.0
11,0,1,53,13,40.018826969716734,-74.02035429510612,0.0
14,2,1,32,16,48.64724757959677,2.578016350824798,0.0
20,1,0,78,25,19.116550122020012,72.32712985601121,0.0
20,2,2,30,6,48.07859663361316,2.3385550301801494,0.0
16,0,0,39,31,19.662119623379198,72.71343254576864,0.0
21,1,2,3,18,18.65712600920312,72.54477329588305,0.0
16,0,1,42,15,18.804697579120862,73.32019669304056,0.0
14,2,2,1,30,-34.82813737851591,152.35377374485662,0.0
0,12,1,66,73,-23.800868591884953,-46.62748106531754,0.0
8,0,1,46,7,40.50078070900025,-74.24009139565452,0.0
14,1,0,92,32,49.83211714901001,2.3233960181422475,0.0
13,2,1,84,20,40.05666030733054,-73.47625973491333,0.0
11,0,0,25,18,44.67558946134241,-78.84950916560382,0.0
14,0,1,70,2,51.96418733613064,12.44691641016706,474.12773798312116
19,35,0,40,75,43.53047513907709,-79.34664339177907,177.49659801884937
16,2,2,6,39,40.59026519084183,-74.34526466768237,0.0
3,36,0,30,90,-34.0622147176546,151.40624665476395,418.47669812493285
10,0,1,80,9,1.6040078477947777,104.09314766188294,0.0
16,1,2,22,20,40.90009255472549,-74.71084688476674,0.0
15,0,0,62,30,-33.95660065035552,151.38719648746385,0.0
16,2,1,13,14,35.20103451590164,139.81838002313802,0.0
16,0,2,32,4,51.71650330637726,1.5024455403457118,0.0
14,2,0,33,30,52.008363774477594,1.0991516729717856,0.0
14,1,0,4,2,36.466677147451605,139.4150955537343,0.0
9,0,1,76,1,35.60676870640267,138.91952191137457,0.0
11,1,1,14,12,44.0895393846753,-79.04817367682337,0.0
11,2,0,43,39,51.30795375387322,0.0752425985081171,0.0
20,2,2,28,19,52.32083954698802,13.268151951883807,0.0
20,1,0,90,35,41.25459245037115,-72.74410010469148,0.0
13,1,0,22,31,1.7922481246266246,103.87047835577327,0.0
20,0,1,27,38,1.2980811501053748,104.18382443121492,0.0
9,2,0,47,17,35.91497685806282,139.89603753184096,0.0
20,1,2,31,17,51.31018907646074,0.31948883962187835,0.0
11,2,2,42,15,40.271221377451766,-73.96816385297639,0.0
9,1,2,73,16,48.71685046709998,2.1303908477414732,0.0
2,27,0,86,110,33.23160595064714,35.6447984187272,0.0
13,2,0,25,11,50.84892221295157,0.3995332893843816,0.0
10,1,0,36,9,-23.089033908895296,-45.95843023522469,0.0
21,2,1,7,26,43.370316570452175,-78.88712619283599,0.0
8,0,1,53,30,-23.981191851178373,-46.0738591898508,0.0
17,2,0,98,5,35.26748741198942,138.80019512874117,427.7044891921991
17,2,0,99,30,40.80700800414871,-73.44563127759167,0.0
20,2,0,65,7,-34.80914588463725,150.9580002696969,0.0
20,1,0,25,20,43.91516271710515,-79.27599229387238,0.0
9,2,1,32,13,40.70285919485557,-74.59750749666607,138.83970147877488
14,2,0,44,22,-33.08514606668052,150.41299945782822,0.0
20,2,0,83,10,49.15968254530573,1.9502114631796315,0.0
13,2,2,80,6,41.098740997517716,-73.805087072983,0.0
12,1,0,18,10,35.935233471922544,140.10731097960908,0.0
20,2,0,92,12,1.8117514348538775,103.87653451835774,0.0
18,1,2,90,27,-23.727812091466745,-46.72024332079458,0.0
12,0,1,98,3,35.45859783569152,140.2126127495579,0.0
11,0,2,56,39,44.25479608521513,-78.88822739666793,0.0
18,0,0,67,10,51.59078480979826,-0.23668679119594332,0.0
18,1,2,62,10,-33.0775518182099,150.66938042310576,0.0
8,1,1,25,32,19.65611095179262,72.91169545379059,0.0
8,1,1,11,12,18.80470051778446,72.55826923602781,0.0
13,0,0,73,10,36.39547124225615,139.39409645642013,0.0
